구분,대여소번호,대여소명,위도,경도,거치대수
성동구,583,583. 청계천 생태교실 앞,37.56797,127.04689,20
광진구,584,584. 광진광장 교통섬,37.547829,127.072632,20
성동구,585,585. 성수2가1동 공영주차장 인근,37.536808,127.055489,9
성동구,586,586. 마장동 주민센터,37.565941,127.045395,10
성동구,587,587. KEB하나은행 성수중앙지점,37.545418,127.052643,10
광진구,588,588. 뚝섬 유원지역,37.532688,127.067497,15
성동구,589,589. 성수역3번출구,37.544159,127.056656,8
광진구,590,590. 건국대학교 (입학정보관),37.540089,127.073746,20
광진구,591,591. 건국대학교 (행정관),37.542778,127.075371,5
광진구,592,592. 건국대학교 학생회관,37.541763,127.07843,30
광진구,593,593.자양중앙나들목,37.528587,127.077873,5
성동구,594,594. 중랑물재생센터(서울새활용플라자),37.558365,127.056908,15
동대문구,600,600. 휘경2동 주민센터,37.589912,127.06868,10
동대문구,601,601. 용신동주민센터,37.575947,127.037361,10
동대문구,602,602. 장안동 사거리,37.572174,127.071388,10
동대문구,604,604. 답십리초등학교 옆 공원,37.569656,127.055962,15
동대문구,605,605. 신설동역8번출구,37.5742,127.026497,8
동대문구,606,606. 휘경공고앞,37.584625,127.07029,6
동대문구,607,607. 신이문역 2번출구,37.602711,127.067863,10
동대문구,608,608. 전농삼성아파트,37.58131,127.055344,10
동대문구,609,609. 제기2교,37.587791,127.037361,20
동대문구,610,610. 동대문중 교차로,37.573086,127.052162,10
동대문구,612,612. 시립동부병원 앞 사거리,37.573666,127.030815,20
동대문구,613,613. 신설동역 10번출구 앞,37.575272,127.023468,10
동대문구,614,614. 용두동 사거리,37.577686,127.031013,20
동대문구,615,615. 용두동 레미안허브리츠아파트 앞,37.576382,127.03511,20
동대문구,616,시립대 앞,37.582561,127.054367,20
동대문구,617,617. 청솔우성아파트 앞,37.574203,127.057693,20
동대문구,621,621. 동대문중학교 옆,37.574718,127.053391,15
동대문구,622,622. 전농사거리 교통섬,37.577793,127.057831,15
동대문구,623,623. 서울시립대 정문 앞,37.583698,127.053856,20
동대문구,624,624. 전농동 동아아파트 앞,37.574188,127.045891,10
동대문구,625,625. 답십리초등학교 앞(현대시장 옆),37.568192,127.057175,9
동대문구,626,626. 군자교 서측 녹지대,37.561153,127.070969,10
동대문구,627,627. 장안동삼거리 교통섬,37.578632,127.071907,10
동대문구,628,628. 휘봉고등학교 앞,37.586815,127.067543,15
동대문구,630,630. 동대문구 보건소,37.574852,127.040306,15
동대문구,631,631. 답십리역 1번출구,37.568184,127.051277,15
동대문구,633,633. 청량리 기업은행 앞,37.580406,127.044823,8
동대문구,634,634. 외국어대 정문 앞,37.59602,127.05983,20
동대문구,635,635. 시조사 앞 (청량고정문 옆),37.587517,127.052773,12
동대문구,636,636. 세종대왕기념관 교차로,37.5909,127.042587,10
동대문구,637,637. KAIST 경영대학 앞,37.591614,127.045792,10
동대문구,638,638. 서울시립대 정보기술관,37.583008,127.060974,20
동대문구,639,639. 서울시립대 후문,37.585197,127.060951,14
동대문구,640,640. KEB하나은행 청량리역지점,37.582455,127.044495,6
동대문구,641,641. 용두역 4번출구,37.573753,127.038536,10
동대문구,642,642. 신답역 사거리,37.570156,127.048584,7
동대문구,643,643. 동대문구민체육센터 (육교아래),37.566971,127.074417,10
동대문구,646,646. 장한평역 1번출구 (국민은행앞),37.561867,127.064377,10
동대문구,647,647. 신이문역 1번출구,37.602798,127.067268,10
동대문구,648,장안동 위더스빌 옆,37.5667,127.062424,15
동대문구,650,650. 중랑교사거리,37.591534,127.067741,20
동대문구,651,651. 우리은행청량리지점앞,37.582748,127.048279,10
동대문구,652,답십리 래미안엘파인아파트 입구,37.57653,127.065941,20
동대문구,654,654. 전농동 텃골공원,37.577621,127.052109,10
동대문구,656,영휘원 교차로,37.587238,127.043137,10
동대문구,657,동대문롯데캐슬아파트 앞,37.57576,127.04837,13
동대문구,658,촬영소 사거리,37.572948,127.066147,10
동대문구,659,제기역1번출구,37.57835,127.033386,15
동대문구,660,동의보감타워,37.577999,127.037628,10
동대문구,661,경희대학교 청운관,37.594601,127.051964,10
동대문구,663,외대앞역 4번출구,37.594891,127.063026,10
양천구,700,700. KB국민은행 염창역 지점 앞,37.546848,126.872772,20
양천구,701,701. 목동사거리 부근,37.532803,126.86393,8
양천구,702,702. 목4동주민센터 옆,37.532543,126.868729,16
양천구,703,703. 오목교역 7번출구 앞,37.524063,126.87558,12
양천구,704,704. 남부법원검찰청 교차로,37.523254,126.864906,15
양천구,706,706. 신정네거리역,37.521881,126.851753,15
양천구,707,707. 신정3동주민센터,37.515156,126.854897,10
양천구,708,708. 서울출입국관리사무소 앞,37.51897,126.869965,16
양천구,709,709. 신정3동 현장민원실 앞,37.511585,126.84156,20
양천구,710,710. 서부화물트럭터미널 사거리,37.510658,126.842537,12
양천구,711,711. 신일해피트리아파트 앞,37.517059,126.848488,20
양천구,712,712. 강월초교입구 사거리,37.516998,126.838318,14
양천구,713,713. 양서중학교 옆,37.533047,126.829956,20
양천구,714,714. 한국SGI 양천문화회관 앞,37.532547,126.830803,10
양천구,716,716.신정6동 주민센터 인근,37.517281,126.864334,15
양천구,719,719. 홍익병원앞 교차로,37.530369,126.864258,10
양천구,720,720. 서울강월초등학교 앞,37.516197,126.8349,10
양천구,722,722. LG전자베스트샵 신정점 ,37.521435,126.857384,10
양천구,723,723. SBS방송국,37.529163,126.872749,15
양천구,724,724. 계남공원 입구 주출입구 좌측,37.510681,126.857399,15
양천구,725,725. 양강중학교앞 교차로,37.524334,126.850548,15
양천구,726,726. 목동3단지 시내버스정류장,37.534389,126.869598,15
양천구,729,729. 서부식자재마트 건너편,37.51038,126.866798,10
양천구,731,731. 서울시 도로환경관리센터,37.5299,126.876541,10
양천구,732,732. 신월동 이마트,37.539551,126.8283,10
양천구,733,733. 신정이펜하우스314동,37.514099,126.831001,10
양천구,734,734. 신트리공원 입구,37.51395,126.856056,10
양천구,735,735. 영도초등학교,37.53643,126.871521,10
양천구,736,736. 오솔길공원,37.52219,126.8367,10
양천구,737,737. 장수공원,37.52256,126.84948,10
양천구,739,739. 신월사거리,37.536201,126.827797,15
양천구,740,740. 으뜸공원,37.536369,126.831711,10
양천구,741,741. 화곡로 입구 교차로,37.53952,126.825401,10
양천구,742,742. 등촌역 5번 출구 뒤,37.550732,126.864578,10
양천구,743,743. 현대6차아파트 101동 옆,37.5089,126.842682,10
양천구,744,744. 신목동역 2번 출구,37.543842,126.882545,10
양천구,745,745. 강서초등학교,37.522282,126.839699,10
양천구,746,746. 목동2단지 상가,37.536503,126.877747,10
양천구,747,747. 목동3단지 상가,37.53458,126.875648,10
양천구,748,748. 목동운동장,37.530251,126.879303,15
양천구,749,이대 목동병원 앞,37.537228,126.886612,10
양천구,750,750. 연의근린공원 건너편,37.512157,126.835625,10
양천구,752,752. 성원2차 아파트,37.542183,126.863304,10
양천구,754,목동1단지아파트 118동 앞(월촌초등학교 정류소 옆),37.541142,126.876678,10
양천구,755,목동1단지아파트 상가 앞(월촌중학교 버스정류소 옆),37.537868,126.881409,10
양천구,756,목동주차장,37.52668,126.876167,10
양천구,757,신정이펜하우스1단지아파트 입구 사거리,37.514278,126.828743,10
양천구,758,한사랑교회 앞,37.514721,126.8592,10
양천구,759,보아스아파트 앞,37.524071,126.8386,10
양천구,760, 잣절보도육교 아래,37.506821,126.844299,10
양천구,762, 오목로 무중력지대 앞,37.524551,126.877052,10
양천구,763,목동11단지 아파트,37.511318,126.85862,10
양천구,764,목동청소년수련관,37.531029,126.875893,30
양천구,765,765. 오목교역 3번출구,37.524776,126.875481,10
용산구,800,800. 목월공원 앞,37.532433,126.954742,15
용산구,802,802. 한강진역 2번 출구 앞,37.541153,127.002213,10
용산구,803,803. 한남초교 앞 보도육교,37.538139,127.004097,10
용산구,805,805. 문배어린이공원 앞,37.536758,126.970001,9
용산구,806,806. 전자랜드 본관 앞,37.533066,126.960732,20
용산구,807,807. 서울역 12번 출구 앞,37.552277,126.972687,10
용산구,808,808. 서빙고동 금호맨션 앞,37.520504,126.989738,10
용산구,809,809. 한남 유수지 복개주차장,37.530167,127.007439,10
용산구,810,810. 이태원지하보도,37.53841,126.986649,10
용산구,811,811. 녹사평역1번출구,37.53508,126.985382,20
용산구,812,812. 용산전쟁기념관,37.53484,126.977661,20
용산구,813,813. 삼각지역 3번출구,37.533512,126.972275,20
용산구,815,815. LIG강촌아파트 103동앞,37.518509,126.978798,20
용산구,816,816. 신용산역 6번출구 앞,37.530148,126.968483,15
용산구,817,817. 삼각지역 4번출구 앞,37.533451,126.971733,9
용산구,818,818. 숙명여대 입구 교차로,37.544895,126.969383,15
용산구,819,819. 선린인터넷 고등학교,37.541653,126.970505,12
용산구,820,820. 청파동입구 교차로,37.549026,126.971947,10
용산구,822,822. 이촌1동 마을공원,37.522041,126.965523,10
용산구,823,효창동주민센터 앞,37.54232,126.96196,10
용산구,825,825. 서빙고동 주민센터 앞,37.520336,126.994263,15
중구,826,826. 서울역 서부교차로2,37.555367,126.968643,20
용산구,827,827. 국군복지단,37.541885,126.97966,20
용산구,828,828. 숙대입구역 8번,37.544079,126.972,7
용산구,829,829. 베르가모앞,37.52293,126.961693,40
용산구,830,830. 청암자이아파트앞,37.534424,126.94857,10
용산구,831,831. 이태원관광특구입구,37.534279,126.988564,15
용산구,832,832. 이촌1동 주민센터 뒤,37.521282,126.973465,15
용산구,834,834. 효창공원앞역 3번출구 뒤,37.539009,126.96138,15
용산구,835,835. 남영역 건너편,37.541981,126.971542,10
용산구,836,836. 현대자동차서비스 앞,37.531422,126.9515,15
용산구,837,837. 한남나들목 입구,37.52906,127.006729,10
용산구,838,숙대입구역 4번출구,37.54446,126.972389,8
용산구,839,보광동 삼성리버빌아파트 앞,37.52401,127.00145,10
용산구,840,용산 파크타워 앞,37.523651,126.970268,10
용산구,841,신용산역 1번 출구,37.52961,126.968872,15
용산구,843,녹사평역 광장,37.533798,126.98867,10
용산구,844,이촌2동 동원베네스트 아파트 앞,37.527149,126.955162,11
용산구,845,용산 선인상가,37.5327,126.964378,22
용산구,846,용산중학교,37.546638,126.981041,15
은평구,900,900. 은평예술회관,37.603943,126.927696,20
은평구,901,901. 응암1동사무소,37.600975,126.926956,10
은평구,902,902. 진관동 은빛초등학교,37.643108,126.918221,10
은평구,903,903. 은평뉴타운 아이파크,37.645866,126.927391,20
은평구,904,904. 은평뉴타운 푸르지오,37.648674,126.930702,18
은평구,905,905. 구파발역 2번출구,37.636234,126.918999,11
은평구,906,906. 연신내역 5번출구150M 아래,37.61721,126.919579,10
은평구,907,907. CJ 드림시티,37.599491,126.916862,10
은평구,908,908. 구산역 4번출구,37.613186,126.917351,10
은평구,909,909. 백련산 힐스테이트 3차,37.586994,126.922882,10
은평구,911,911. 은평평화공원(역촌역4번출구),37.605583,126.922935,10
은평구,912,912. 응암오거리,37.589661,126.916946,10
은평구,913,913. 이마트 은평점,37.6007,126.920128,15
은평구,914,914. 새절역 2번출구,37.590797,126.913651,20
은평구,915,915. 증산역 4번출구,37.584381,126.909897,10
은평구,916,916. 평생학습관 앞,37.607849,126.921326,7
은평구,917,917. 녹번역 4번출구,37.601299,126.935349,9
은평구,919,919. 서울혁신파크,37.607948,126.932503,10
은평구,921,921. 신도고등학교,37.630016,126.919029,10
은평구,922,922. 연신내역 4번출구,37.617802,126.921967,10
은평구,923,923. 국민은행 연서지점,37.620949,126.925636,10
은평구,924,924. 메뚜기다리,37.628517,126.929581,15
은평구,925,925. 불광역 2번출구,37.609566,126.930977,8
은평구,926,926. 불광역 8번출구,37.611179,126.929665,8
은평구,927,927. 연신내역 3번출구 인근,37.617855,126.922523,10
은평구,928,928. 은평역사한옥박물관,37.641315,126.938042,15
은평구,930,930. 구 서부경찰서 건너편,37.601662,126.920303,7
은평구,931,931. 역촌파출소,37.604736,126.915337,10
은평구,932,932. 예일여중,37.610004,126.916397,10
은평구,933,933. LG서비스 역촌점,37.612484,126.914879,10
은평구,934,934. 신사동 성당,37.597141,126.909599,15
은평구,935,935. 역촌역 1번 출구,37.605202,126.922112,7
은평구,937,937. 상림마을 롯데캐슬2단지 옆,37.645851,126.923798,15
은평구,938,938. 금암 문화공원,37.644684,126.918457,15
은평구,939,939. 은평구청 교차로,37.6017,126.927422,15
은평구,941,941. 은평뉴타운 도서관,37.63726,126.933701,13
은평구,942,942. 상림마을 생태공원,37.644081,126.929283,9
은평구,943,943. 은평구청 보건소,37.602402,126.92865,10
은평구,945,945. 기자촌 사거리,37.63414,126.932343,10
은평구,946,독바위역,37.618439,126.932884,10
은평구,947,947. 연신내 선일하이츠빌 정류소,37.622669,126.919991,10
은평구,948,948. 디지털미디어 시티역 4번출구,37.577202,126.902351,10
은평구,949,949. 연신내역 1번 출구 ,37.619781,126.920807,7
은평구,950,950. 구산역 2번 출구 ,37.610779,126.917351,5
은평구,951,951. 연신내역 6번출구옆,37.619305,126.920593,15
은평구,952,952. 서울연신중학교,37.62265,126.925247,10
은평구,953,953. 서울연신초등학교,37.625778,126.928818,10
은평구,954,954. 은평뉴타운구파발9단지,37.642609,126.921478,10
은평구,956,956. 응암시장교차로,37.594376,126.918159,9
은평구,958,신한은행 응암동 지점 앞,37.600361,126.922813,13
은평구,959,구파발10단지 인근,37.643661,126.914558,10
은평구,960,구파발역 환승센터,37.638252,126.919456,15
은평구,961,불광역 9번 출구,37.61097,126.92981,10
은평구,962,은평뉴타운 힐데스하임,37.639259,126.918907,10
은평구,963,대호프라자아파트,37.614429,126.932579,13
은평구,964,북한산힐스테이트 7차아파트,37.616112,126.925041,10
은평구,965,서울특별시 은평병원,37.593479,126.923187,10
은평구,966,서울혁신파크1,37.609032,126.934677,10
은평구,967,서울혁신파크2,37.60891,126.932419,13
은평구,968,은평뉴타운 상림마을 13단지,37.64209,126.929413,7
은평구,969,은평 지웰테라스,37.64386,126.931877,9
은평구,971,역촌 센트레빌 아파트,37.602329,126.906548,10
강동구,1001,1001. 광진교 남단 사거리(디지털프라자앞),37.541805,127.124718,15
강동구,1002,1002. 해공공원(천호동),37.545219,127.125916,10
강동구,1003,1003. 해공도서관앞,37.543915,127.125458,20
강동구,1004,1004. 삼성광나루아파트 버스정류장,37.553349,127.12886,10
강동구,1006,1006. 롯데캐슬 115동앞,37.55492,127.142799,15
강동구,1007,1007.암사동 선사유적지,37.559063,127.130646,16
강동구,1008,1008. 암사역 3번출구(국민은행앞),37.549549,127.127151,10
강동구,1009,1009. 천호역4번출구(현대백화점),37.538658,127.124214,20
강동구,1010,1010. 강동세무서,37.534481,127.138344,20
강동구,1011,1011. LIGA 아파트 앞,37.534771,127.135239,20
강동구,1012,1012. 서울 상운차량,37.536026,127.122726,15
강동구,1013,1013. 강동구청역 1번 출입구,37.530773,127.120926,15
강동구,1014,1014. 강동구평생학습관앞,37.5508,127.142624,15
강동구,1015,1015. 샛마을 근린공원,37.550079,127.146912,13
강동구,1016,1016. 해뜨는 주유소옆 리엔파크 109동앞,37.559399,127.171158,10
강동구,1017,1017. 맥도날드(길동),37.535473,127.145172,20
강동구,1018,1018. 둔촌 주공 GS 맞은편,37.524681,127.135406,20
강동구,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),37.526825,127.130028,10
강동구,1020,1020. 강동경찰서,37.52829,127.126801,15
강동구,1021,1021. 강일동 리슈빌 빌딩앞,37.564301,127.17395,15
강동구,1022,1022. 길동 사거리(초소앞),37.533764,127.138031,20
강동구,1023,1023. 한국종합기술사옥 앞,37.549999,127.17469,15
강동구,1024,1024.  강동구청 앞,37.529251,127.123108,10
강동구,1025,1025. 상일초등학교,37.546696,127.172546,10
강동구,1026,1026. 대명초교 입구 교차로,37.546631,127.155884,14
강동구,1027,1027. 프라자 아파트 앞,37.535999,127.147697,20
강동구,1028,1028. 포레스 주상복합 빌딩,37.5331,127.12278,10
강동구,1029,1029. 롯데 시네마,37.536541,127.125397,10
강동구,1030,1030. 미호 플랜트 앞,37.527061,127.12207,15
강동구,1031,1031. 암사동 CBIS,37.555851,127.129898,15
강동구,1032,1032. 선사고등학교,37.556728,127.136208,20
강동구,1033,1033. 고덕동 아남아파트,37.557991,127.144707,10
강동구,1034,1034. 고덕동 래미안 힐스테이트,37.561909,127.150749,15
강동구,1035,1035. 고덕역 4번출구,37.555016,127.155273,20
강동구,1036,1036. 고덕동 주양쇼핑,37.551998,127.153297,10
강동구,1037,1037. 강일 6단지,37.562588,127.177612,10
강동구,1038,1038. 강일 다솜 어린이 공원,37.568668,127.174797,10
강동구,1039,1039. 고덕초등학교,37.561279,127.167801,7
강동구,1040,1040. 강일동 에너지 마루,37.5672,127.16346,10
강동구,1041,1041. 묘곡초등학교,37.559196,127.153297,10
강동구,1042,1042. 강일 2.5단지 사이,37.568562,127.177002,10
강동구,1044,1044. 굽은다리역,37.545399,127.142601,15
강동구,1047,1047. 건강보험 강동지사kt,37.536381,127.137253,10
강동구,1048,1048. 동부기업(둔촌동),37.531013,127.142365,10
강동구,1049,1049. 강일동 10단지 아파트,37.56118,127.180267,10
강동구,1050,1050.  둔촌역 3번 출입구,37.526695,127.135529,15
강동구,1051,1051. 양지시장 (용성약국앞) 입구,37.554829,127.137321,15
강동구,1052,리싸이클시티,37.556469,127.156822,10
강동구,1053,동명근린공원 진입로 (아리수로),37.562538,127.164528,8
강동구,1054,말우물 어린이 공원,37.560009,127.169579,10
강동구,1056,강일리엔파크 7~11단지,37.563332,127.179092,10
강동구,1057,능골근린공원,37.55579,127.173813,15
강동구,1058,고덕숲 아이파크 1,37.553471,127.165001,12
강동구,1059,레미안 강동팰리스(102동),37.538181,127.131752,15
강동구,1060,천일초교 사거리,37.544659,127.132637,8
강동구,1061,천호초교 입구 사거리(일주빌딩),37.546928,127.134621,10
강동구,1062,고덕숲 아이파크 2,37.551079,127.162621,15
강서구,1101,1101. 개화동상사마을종점 버스정류장,37.581612,126.798599,10
강서구,1102,1102. 방화사거리 마을버스 버스정류장,37.573643,126.811806,10
강서구,1103,1103. 방화역 4번출구앞,37.577221,126.812195,10
강서구,1105,1105. 방화근린공원,37.581623,126.812653,10
강서구,1106,1106. 신방화사거리,37.573032,126.816452,10
강서구,1108,1108. 공항시장역 1번출구,37.56356,126.81015,8
강서구,1109,1109. 공항시장역 4번출구,37.563347,126.810486,6
강서구,1110,1110. 공항중학교앞,37.562683,126.816238,10
강서구,1111,1111. 마곡엠밸리6_7단지 마곡중학교,37.566982,126.8218,15
강서구,1112,1112. 마곡엠밸리4단지 정문,37.568577,126.824776,15
강서구,1113,1113. 서남환경공원 버스정류장,37.573093,126.822899,15
강서구,1114,1114. 서남물재생센터 버스정류장,37.572781,126.826279,15
강서구,1115,1115. 등촌역 1번출구옆,37.551666,126.86409,10
강서구,1117,1117. 스타벅스앞,37.558197,126.844261,10
강서구,1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),37.557461,126.861458,10
강서구,1119,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),37.554253,126.867561,6
강서구,1120,1120. 대림경동아파트앞,37.565189,126.853996,10
강서구,1121,1121. 가양레포츠센터앞,37.559479,126.86438,15
강서구,1122,1122. 황금내근린공원,37.561932,126.863869,10
강서구,1123,1123. 공암나루근린공원 관리사무소옆,37.57048,126.849503,15
강서구,1124,1124. 발산역 6번출구옆(다이소앞),37.557968,126.838287,10
강서구,1125,1125. 명덕고교입구(영종빌딩),37.552914,126.836571,10
강서구,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),37.548908,126.836563,7
강서구,1127,1127. 화곡역(에이스정형외과앞) 버스정류장,37.540981,126.838547,10
강서구,1128,1128. 화곡역 6번출구,37.541412,126.840225,10
강서구,1129,1129. 화곡역 1번 출구 앞,37.542099,126.840218,7
강서구,1130,1130. 화곡본동시장 버스정류장,37.542751,126.842621,7
강서구,1131,1131. 꿈돌이공원 앞,37.546444,126.845459,8
강서구,1132,1132. 등촌역 7번출구,37.551109,126.863708,10
강서구,1135,1135. 강서구의회,37.546532,126.862549,10
강서구,1136,1136. 등촌2파출소,37.544788,126.862,10
강서구,1137,1137. 등촌2동주민센터,37.541431,126.86322,10
강서구,1139,1139. 용문사 버스정류장,37.537891,126.863396,8
강서구,1140,1140. 목동사거리 버스정류장,37.531399,126.863609,15
강서구,1141,1141. 곰달래 문화복지센터 1-1,37.52906,126.84848,10
강서구,1145,1145. 곰달래 문화복지센터 1-2,37.528919,126.848083,10
강서구,1146,1146. 곰달래사거리,37.530338,126.838257,10
강서구,1148,1148. 볏골공원,37.54147,126.84478,10
강서구,1149,1149. 신방화역환승주차장,37.567284,126.818275,13
강서구,1150,1150. 송정역 1번출구,37.56155,126.810478,10
강서구,1151,1151. 마곡역1번출구,37.560234,126.823471,25
강서구,1152,1152. 마곡역교차로,37.558666,126.826614,10
강서구,1153,1153. 발산역 2번출구,37.55891,126.838097,10
강서구,1155,1155. 기쁜우리복지관,37.56926,126.848419,10
강서구,1157,1157. 강서구청,37.550659,126.84977,8
강서구,1158,1158. 가양역 8번출구,37.561035,126.854813,20
강서구,1159,1159. 서서울모터리움앞,37.565853,126.846596,20
강서구,1160,1160. 양천향교역 7번출구앞,37.56768,126.840897,20
강서구,1161,1161. 강서면허시험장앞,37.549694,126.819664,10
강서구,1162,1162. 공항초등학교건너편,37.562679,126.820473,10
강서구,1163,1163. 방화동강서기동대앞,37.570499,126.820084,10
강서구,1165,1165. 마곡중학교 후문,37.568447,126.821648,20
강서구,1166,1166. 강서구립등빛도서관,37.562569,126.842461,10
강서구,1167,1167. 마곡수명산파크3단지 교차로,37.553467,126.825928,15
강서구,1168,1168. 마곡엠밸리10단지 앞,37.560226,126.819069,10
강서구,1169,염창역 1번 출구,37.547199,126.874489,8
강서구,1170,강서구보건소(삼성디지털 프라자),37.549179,126.868797,11
강서구,1171,염창동 새마을금고 건너편(모닝글로리),37.550049,126.873161,8
강서구,1172,가양3동 주민센터,37.561249,126.86058,8
강서구,1173,강서구청사거리(SH타워),37.556259,126.853317,15
강서구,1174,강서구청사거리(부민병원),37.556599,126.851471,9
강서구,1175,대한항공 인력개발센터,37.554379,126.857536,15
강서구,1177,수명중?고교,37.55011,126.823677,10
강서구,1178,개화산역 2번 출구,37.572472,126.806168,10
강서구,1180,마곡엠밸리 15단지(1502동) 건너편,37.557468,126.82972,15
강서구,1181,농산식품공사(강서지사),37.551044,126.818497,10
강서구,1182,KBS 스포츠월드,37.556877,126.848808,20
강서구,1183,KC 대학교,37.548321,126.853401,10
강서구,1184,마곡13단지,37.55645,126.815979,15
강서구,1185,등촌9단지,37.562901,126.849472,10
강서구,1186,송정중학교,37.554729,126.816093,10
강서구,1187,강서수산물도매시장,37.55302,126.818367,15
강서구,1188,롯데중앙연구소,37.571381,126.828339,8
강서구,1190,마곡역 교차로(2번출구),37.560501,126.826653,10
강서구,1191,마곡역 교차로(NH농협),37.560242,126.827164,9
강서구,1192,마곡수명산파크 209동 건너편,37.555538,126.826759,10
강서구,1193,마곡센트럴타워1차,37.559471,126.832077,15
강서구,1194,센서택㈜,37.563301,126.836823,10
강서구,1195,코오롱 One&Only 타워,37.564129,126.834312,20
강서구,1196,서울식물원(문화센터) 건너편,37.568241,126.835831,15
강서구,1197,엘펠리체 호텔 건너편,37.560242,126.835808,20
강서구,1198,LG 사이언스피크,37.56255,126.827438,20
강서구,1199,우장산역 3번출구,37.547821,126.836128,10
강서구,1200,개화광역환승센터,37.578449,126.798973,10
송파구,1201,1201. 가락시장역 3번 출구,37.493179,127.118546,10
송파구,1203,1203. 밀리아나2빌딩 앞,37.493729,127.120621,20
송파구,1204,1204. 거여역 3번출구,37.493343,127.14473,10
송파구,1205,1205. 종합운동장역 4번출구,37.510429,127.071373,15
송파구,1206,1206. 9호선종합운동장역 9번출구,37.51128,127.078239,20
송파구,1207,1207. 마천CU우방점 앞,37.499756,127.152504,10
송파구,1208,1208. 풍납현대아파트쉼터,37.529675,127.119789,20
송파구,1209,1209. 잠실나루역 (2번 출구 쪽),37.520451,127.104202,20
송파구,1210,1210. 롯데월드타워(잠실역2번출구 쪽),37.513126,127.10096,30
송파구,1211,1211. 방이삼거리,37.512104,127.10778,7
송파구,1212,1212. 송파역 2번 출구앞,37.499413,127.112869,10
송파구,1213,1213. 백토공원 앞,37.50766,127.132736,20
송파구,1214,1214. 오금역 7번 출구 인근,37.502594,127.127647,10
송파구,1215,1215. 올림픽공원역 1번출구 앞,37.516571,127.131538,15
송파구,1217,1217. 송파파인타운 7단지,37.479271,127.129578,15
송파구,1218,1218. 방이역 4번출구,37.508968,127.125839,12
송파구,1220,1220. 잠실본동주민센터뒤 잠실근린공원,37.505692,127.084038,15
송파구,1221,1221. 삼전사거리 포스코더샵,37.5042,127.087532,10
송파구,1222,1222. 잠실새내역 5번 출구 뒤,37.511982,127.085052,15
송파구,1224,1224. 아시아지하보도 2번 출구,37.512169,127.078934,15
송파구,1226,1226. 잠실4동 주민센터 옆,37.520077,127.112366,10
송파구,1227,1227. 거여역 8번출구 뒤,37.493126,127.143822,10
송파구,1228,1228. 마천사거리 ,37.4977,127.146202,10
송파구,1229,1229. 송파체육문화회관 앞,37.490688,127.143127,15
송파구,1230,1230. 송파중학교 정문,37.49567,127.130592,10
송파구,1231,1231. 잠실역 6번출구,37.514088,127.09903,10
송파구,1232,1232. 롯데마트 주차장 옆,37.512089,127.096191,10
