YrPlayer,Year,Rank,Player,Team,AVG,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,SB,CS,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ISO,SECA,TA,RC,RC/27,wOBA,XR
2004전준호,2004,20,전준호,현대,0.292,132,581,487,88,142,121,10,7,4,178,48,24,2,63,2,53,7,5,64,4,0.366,0.377,0.743,39,0.314,1,0.073921971,0.297741273,0.820224719,80.91524957,5.719140676,0.332753153,79.638
2004데이비스,2004,21,데이비스,한화,0.291,119,510,440,70,128,82,26,1,19,213,77,2,4,61,4,9,5,3,89,12,0.484,0.378,0.862,37,0.27,1,0.193181818,0.340909091,0.854103343,81.11764706,6.537840211,0.371861111,77.868
2004마틴,2004,22,마틴,LG,0.291,107,420,358,45,104,75,16,4,9,155,52,0,5,51,3,7,0,6,57,7,0.433,0.383,0.816,26,0.312,0,0.142458101,0.304469274,0.83908046,64.26933333,6.523578947,0.356848921,62.454
2004김동주,2004,23,김동주,두산,0.286,124,517,430,72,123,84,19,1,19,201,76,0,2,69,3,4,6,16,67,14,0.467,0.402,0.869,30,0.313,1,0.181395349,0.337209302,0.868501529,81.97818182,6.727692733,0.381307393,78.904
2004박진만,2004,24,박진만,현대,0.286,129,506,434,65,124,89,18,0,17,193,69,10,5,48,2,6,3,9,67,10,0.445,0.365,0.81,34,0.295,1,0.158986175,0.276497696,0.783281734,72.45249012,5.78762495,0.353384615,71.374
2004장원진,2004,25,장원진,두산,0.284,130,486,429,51,122,98,15,4,5,160,49,5,3,44,1,5,8,5,54,5,0.373,0.356,0.729,37,0.287,0.143,0.088578089,0.184149184,0.64375,58.27144033,4.796734417,0.3239,57.468
2004손인호,2004,26,손인호,롯데,0.284,122,480,408,54,116,88,21,2,5,156,42,1,4,62,2,3,2,5,75,5,0.382,0.382,0.764,29,0.259,0.333,0.098039216,0.25245098,0.74916388,64.922,5.766098684,0.341163522,63.69
2004심재학,2004,27,심재학,KIA,0.282,128,469,372,64,105,58,23,2,22,198,81,3,9,79,4,1,4,6,54,7,0.532,0.408,0.94,25,0.346,0.667,0.25,0.454301075,1.007194245,86.18716418,8.024322182,0.400004329,83.158
2004박종호,2004,28,박종호,삼성,0.282,132,587,514,78,145,112,25,0,8,194,59,13,4,47,0,7,2,9,55,10,0.377,0.35,0.727,41,0.266,0,0.095330739,0.196498054,0.669291339,71.16960818,4.828088997,0.323818815,69.83
2004마해영,2004,29,마해영,KIA,0.281,124,519,437,54,123,96,16,0,11,172,71,1,11,56,4,4,3,14,68,19,0.394,0.373,0.767,29,0.289,0.667,0.112128146,0.242562929,0.723214286,65.06566474,5.048198126,0.337848249,66.836
2004이호준,2004,30,이호준,SK,0.28,133,578,497,87,139,85,22,2,30,255,112,2,6,69,5,7,7,4,75,12,0.513,0.368,0.881,39,0.288,0,0.233400402,0.3722334,0.870026525,93.65508651,6.568019054,0.376238179,92.05
2004안경현,2004,31,안경현,두산,0.28,125,525,447,57,125,94,20,1,10,177,51,9,2,54,2,8,3,13,44,15,0.396,0.372,0.768,33,0.248,0,0.116331096,0.248322148,0.732352941,67.53851429,5.19527033,0.341881323,66.138
2004진갑용,2004,32,진갑용,삼성,0.278,129,491,439,60,122,78,20,0,24,214,71,2,4,34,2,0,0,12,51,16,0.487,0.344,0.831,31,0.219,0.143,0.209567198,0.287015945,0.780780781,70.75584521,5.6354213,0.357823409,70.122
2004최경환,2004,33,최경환,두산,0.278,126,480,436,49,121,96,16,4,5,160,58,0,6,34,0,14,8,4,67,7,0.367,0.331,0.698,34,0.319,0.182,0.089449541,0.181192661,0.618181818,54.084,4.346035714,0.308375,54.504
2004조원우,2004,34,조원우,SK,0.277,119,463,386,59,107,85,17,2,3,137,35,20,4,42,0,5,6,11,49,3,0.355,0.361,0.716,24,0.229,0.5,0.077720207,0.183937824,0.65625,54.09257019,4.681087805,0.322422122,53.808
2004전상렬,2004,35,전상렬,두산,0.274,128,542,486,76,133,108,18,2,5,170,42,10,4,34,1,15,7,8,61,2,0.35,0.329,0.679,37,0.287,0.25,0.076131687,0.16255144,0.607734807,59.9498893,4.304912263,0.301606403,59.772
2004김한수,2004,36,김한수,삼성,0.271,133,558,498,60,135,88,30,1,16,215,84,6,4,30,2,1,2,20,79,23,0.432,0.335,0.767,36,0.348,0,0.16064257,0.218875502,0.680412371,66.86738351,4.536229535,0.334201818,65.948
2004정성훈,2004,37,정성훈,현대,0.266,118,540,470,66,125,94,23,0,8,172,59,8,1,54,3,1,3,7,60,11,0.366,0.35,0.716,37,0.305,0,0.1,0.210638298,0.643454039,61.24474074,4.4935,0.319028355,59.86
2004송지만,2004,38,송지만,현대,0.265,132,567,486,80,129,86,21,0,22,216,74,9,0,63,1,6,7,9,127,16,0.444,0.36,0.804,34,0.248,1,0.179012346,0.306584362,0.755263158,76.05340388,5.278770963,0.353746858,74.324
2004김종국,2004,39,김종국,KIA,0.265,133,562,491,66,130,99,20,1,10,182,46,18,2,46,0,39,8,5,81,10,0.371,0.333,0.704,31,0.254,0,0.105906314,0.262729124,0.696569921,65.53064057,4.434404249,0.312913603,65.762
2004김상훈,2004,40,김상훈,KIA,0.262,128,439,389,39,102,73,21,0,8,147,45,13,3,33,0,2,1,1,66,11,0.378,0.319,0.697,26,0.255,0,0.115681234,0.203084833,0.608695652,46.66241458,3.999635535,0.307319249,45.942
2004브리또,2004,41,브리또,SK,0.261,102,421,368,41,96,65,18,0,13,153,50,1,3,34,4,0,2,15,57,5,0.416,0.345,0.761,25,0.261,0,0.154891304,0.241847826,0.716845878,54.66897862,5.215768278,0.332692308,54.204
2004김민재,2004,42,김민재,SK,0.26,129,489,435,57,113,95,13,1,4,140,40,22,5,23,0,11,3,4,42,11,0.322,0.3,0.622,27,0.28,0,0.062068966,0.133333333,0.520833333,42.97398773,3.196412311,0.276074946,43.204
2004이종범,2004,43,이종범,KIA,0.26,133,577,493,100,128,82,29,0,17,208,52,12,2,53,1,42,7,17,50,9,0.422,0.35,0.772,37,0.2,0,0.162271805,0.340770791,0.82152231,80.45220104,5.499264375,0.340661348,80.03
2004최동수,2004,44,최동수,LG,0.257,123,414,381,49,98,61,22,0,15,165,57,4,4,23,3,1,1,2,51,15,0.433,0.3,0.733,20,0.265,0.333,0.175853018,0.236220472,0.635451505,45.33285024,3.986928197,0.313788698,46.242
2004심정수,2004,45,심정수,현대,0.256,102,455,367,64,94,57,14,1,22,176,78,0,7,75,3,0,1,6,128,11,0.48,0.385,0.865,20,0.281,0,0.223433243,0.42506812,0.898245614,71.61969231,6.622368809,0.37375885,71.176
2004조인성,2004,46,조인성,LG,0.254,129,432,386,40,98,74,16,0,8,138,49,3,4,36,0,2,5,3,63,9,0.358,0.319,0.677,22,0.255,0,0.103626943,0.189119171,0.57615894,43.51125,3.801953883,0.300778555,43.906
2004이대호,2004,47,이대호,롯데,0.248,132,514,444,52,110,64,26,0,20,196,68,6,6,38,0,4,3,20,78,21,0.441,0.331,0.772,23,0.248,0,0.193693694,0.281531532,0.712290503,61.46614786,4.485367547,0.33684252,63.006
2004김주찬,2004,48,김주찬,롯데,0.242,120,503,450,53,109,77,20,5,7,160,42,6,2,32,0,44,10,13,92,7,0.356,0.31,0.666,26,0.239,0,0.113333333,0.26,0.667597765,54.12998012,3.993195255,0.295929577,55.164
2005이병규,2005,1,이병규,LG,0.337,119,517,466,62,157,122,24,2,9,212,75,1,7,34,1,10,6,9,62,10,0.455,0.388,0.843,51,0.346,0.667,0.118025751,0.199570815,0.796923077,82.66831721,6.702836531,0.367038835,78.354
2005데이비스,2005,2,데이비스,한화,0.323,118,507,431,90,139,91,24,0,24,235,86,0,6,65,7,7,3,5,76,8,0.545,0.412,0.957,43,0.287,0,0.222737819,0.382830626,1.01980198,100.812071,8.808821738,0.407384,93.182
2005김태균,2005,3,김태균,한화,0.317,124,529,461,73,146,88,33,2,23,252,100,0,2,60,5,3,1,6,73,20,0.547,0.401,0.948,39,0.333,0,0.229934924,0.364425163,0.952380952,97.65190926,7.800596302,0.404828244,89.576
2005김재현,2005,4,김재현,SK,0.315,120,499,400,63,126,90,17,0,19,200,77,0,3,80,10,2,2,16,59,9,0.5,0.445,0.945,37,0.314,0.286,0.185,0.385,1.038596491,95.12336673,8.917815631,0.40890184,88.708
2005이종범,2005,5,이종범,KIA,0.312,118,495,430,69,134,101,25,2,6,181,36,7,0,47,2,28,5,11,49,8,0.421,0.393,0.814,38,0.228,0.333,0.109302326,0.272093023,0.84789644,77.29907071,6.604667434,0.360658436,72.488
2005임재철,2005,6,임재철,두산,0.31,109,401,336,41,104,85,13,3,3,132,30,22,4,35,0,10,3,4,51,5,0.393,0.377,0.77,31,0.259,0,0.083333333,0.208333333,0.741666667,54.15486284,5.496922168,0.341707124,52.622
2005박재홍,2005,7,박재홍,SK,0.304,109,495,421,76,128,88,21,1,18,205,63,2,3,67,2,22,10,2,78,10,0.487,0.4,0.887,34,0.265,0,0.182897862,0.370546318,0.913738019,84.55236364,7.178974271,0.385305499,80.616
2005클리어,2005,8,클리어,LG,0.303,110,453,402,64,122,80,23,4,15,198,61,0,5,36,3,19,5,10,85,8,0.493,0.371,0.864,34,0.281,0,0.189054726,0.313432836,0.880546075,75.84392936,6.871765412,0.37088,72.52
2005조원우,2005,9,조원우,한화,0.302,95,392,351,43,106,82,17,1,6,143,42,3,3,31,0,7,3,4,50,5,0.407,0.362,0.769,30,0.31,0.25,0.105413105,0.205128205,0.719367589,53.89892857,5.618807226,0.339606684,52.05
2005장성호,2005,10,장성호,KIA,0.3,123,533,464,70,139,99,23,1,16,212,74,1,4,61,10,4,1,3,48,12,0.457,0.382,0.839,37,0.298,0.75,0.157327586,0.295258621,0.825443787,82.24540338,6.474127963,0.360833333,78.846
2005박한이,2005,11,박한이,삼성,0.295,123,551,471,62,139,109,21,0,9,187,59,12,4,55,2,12,10,9,51,15,0.397,0.377,0.774,41,0.303,1,0.101910828,0.222929936,0.708683473,70.32130672,5.090282256,0.34338175,69.242
2005김한수,2005,12,김한수,삼성,0.293,114,465,406,55,119,86,18,0,15,182,73,3,3,35,3,1,0,18,68,9,0.448,0.372,0.82,30,0.292,0,0.155172414,0.243842365,0.797297297,69.6307957,6.225269814,0.358666667,67.016
2005안경현,2005,13,안경현,두산,0.293,105,415,355,54,104,81,19,0,4,135,62,4,3,44,1,1,2,9,39,10,0.38,0.382,0.762,25,0.346,0,0.087323944,0.208450704,0.711026616,53.3460241,5.33460241,0.341292683,52.078
2005서튼,2005,14,서튼,현대,0.292,119,521,424,76,124,69,18,2,35,251,102,0,7,86,8,0,2,4,101,3,0.592,0.411,1.003,33,0.298,1,0.299528302,0.497641509,1.11147541,110.7018042,9.579963827,0.420319688,102.852
2005이진영,2005,15,이진영,SK,0.291,122,523,453,76,132,92,19,1,20,213,74,8,4,55,3,8,5,3,60,7,0.47,0.369,0.839,40,0.238,0,0.178807947,0.306843267,0.822822823,80.8998088,6.331289384,0.363402344,78.65
2005진갑용,2005,16,진갑용,삼성,0.288,110,406,347,34,100,77,17,0,6,135,41,11,4,36,1,1,1,8,47,8,0.389,0.365,0.754,26,0.245,0,0.100864553,0.204610951,0.69921875,51.37315271,5.118358388,0.334380711,50.464
2005정수근,2005,17,정수근,롯데,0.286,109,431,370,63,106,83,21,2,0,131,29,6,2,49,1,21,15,4,53,3,0.354,0.374,0.728,31,0.313,0.333,0.067567568,0.216216216,0.673758865,52.212529,4.861166493,0.327856132,51.296
2005장원진,2005,18,장원진,두산,0.286,123,478,423,58,121,102,16,0,3,146,42,2,2,42,1,4,4,9,53,5,0.345,0.361,0.706,32,0.279,0,0.059101655,0.158392435,0.633440514,55.63824268,4.76899223,0.318490526,54.896
2005정경배,2005,19,정경배,SK,0.286,126,502,427,49,122,94,16,1,11,173,63,14,7,44,1,7,8,10,75,7,0.405,0.361,0.766,30,0.289,1,0.119437939,0.220140515,0.70625,64.57318725,5.112833008,0.337519507,64.88
2005펠로우,2005,20,펠로우,롯데,0.284,109,443,398,56,113,74,15,1,23,199,69,0,4,30,2,3,4,11,84,6,0.5,0.348,0.848,32,0.288,0,0.216080402,0.288944724,0.810169492,69.1655079,6.24571476,0.363918367,67.918
2005박용택,2005,21,박용택,LG,0.28,126,523,472,90,132,91,25,1,15,204,71,0,3,43,3,43,7,5,98,9,0.432,0.344,0.776,35,0.353,0.333,0.152542373,0.319915254,0.808988764,75.1389675,5.651120118,0.337657692,74.086
2005김민재,2005,22,김민재,SK,0.277,125,508,440,58,122,101,19,0,2,147,37,16,4,39,0,20,5,9,48,14,0.334,0.346,0.68,31,0.256,0,0.056818182,0.179545455,0.623145401,53.58716535,4.052810825,0.306361789,53.316
2005손시헌,2005,23,손시헌,두산,0.276,126,480,416,59,115,88,18,5,4,155,60,6,6,48,0,2,5,4,59,7,0.373,0.352,0.725,27,0.299,0,0.096153846,0.204326923,0.651757188,56.76875,4.716173077,0.322090717,56.668
2005심정수,2005,24,심정수,삼성,0.275,124,528,433,77,119,77,14,0,28,217,87,0,2,89,4,3,2,4,116,12,0.501,0.402,0.903,38,0.263,1,0.226327945,0.434180139,0.948170732,91.0275,7.447704545,0.391055344,87.172
2005조동찬,2005,25,조동찬,삼성,0.274,122,447,387,55,106,74,16,0,16,170,63,3,3,39,0,17,6,15,84,9,0.439,0.36,0.799,26,0.293,0.5,0.165374677,0.294573643,0.793918919,63.57941834,5.684252633,0.351880631,62.998
2005정수성,2005,26,정수성,현대,0.273,118,429,366,53,100,81,14,5,0,124,19,19,3,21,0,29,5,20,76,9,0.339,0.344,0.683,30,0.214,0,0.06557377,0.18852459,0.675,47.71529138,4.265936646,0.307604878,47.332
2005이범호,2005,27,이범호,한화,0.273,126,513,444,69,121,67,27,1,26,228,68,1,6,53,0,6,2,9,94,8,0.514,0.357,0.871,34,0.248,0,0.240990991,0.369369369,0.882882883,84.60475634,6.718613003,0.373806641,82.418
2005홍성흔,2005,28,홍성흔,두산,0.272,115,433,394,41,107,79,17,0,11,157,74,4,3,29,0,2,2,3,57,17,0.398,0.324,0.722,31,0.29,0,0.126903553,0.200507614,0.617647059,47.11316397,4.064074847,0.317128205,46.874
2005이호준,2005,29,이호준,SK,0.271,105,411,354,59,96,58,16,1,21,177,65,0,2,45,2,5,5,10,68,10,0.5,0.367,0.867,26,0.26,0,0.228813559,0.355932203,0.84981685,64.3336253,6.316392303,0.374396088,62.896
2005송지만,2005,30,송지만,현대,0.271,123,510,436,70,118,72,22,0,24,212,74,4,3,43,0,3,3,24,101,9,0.486,0.366,0.852,30,0.202,0.286,0.21559633,0.314220183,0.845454545,79.58678431,6.376389248,0.371017787,77.272
2005라이온,2005,31,라이온,롯데,0.268,125,534,492,65,132,78,40,3,11,211,73,2,1,37,3,7,3,2,70,11,0.429,0.321,0.75,36,0.326,0,0.160569106,0.243902439,0.679144385,66.31632959,4.749445355,0.324361059,63.47
2005박종호,2005,32,박종호,삼성,0.268,119,484,392,63,105,80,21,0,4,138,36,25,3,46,1,5,2,18,48,4,0.352,0.368,0.72,30,0.263,0,0.084183673,0.209183673,0.699658703,57.77070248,4.859217966,0.32628821,57.226
2005정성훈,2005,33,정성훈,현대,0.266,126,523,458,61,122,84,20,1,17,195,72,9,0,49,0,7,3,7,67,14,0.426,0.346,0.772,27,0.313,0,0.159388646,0.27510917,0.722379603,67.07204589,5.002611157,0.340249027,65.664
2005이대호,2005,34,이대호,롯데,0.266,126,512,447,53,119,80,16,2,21,202,80,0,3,47,4,1,0,15,76,12,0.452,0.354,0.806,29,0.273,0,0.185682327,0.293064877,0.779411765,72.33992188,5.694396183,0.349958661,71.282
2005이용규,2005,35,이용규,KIA,0.266,124,479,414,57,110,86,17,2,5,146,37,14,3,39,0,31,10,9,64,6,0.353,0.34,0.693,28,0.208,0,0.086956522,0.231884058,0.671875,54.38096033,4.35693154,0.310356989,54.798
2005양준혁,2005,36,양준혁,삼성,0.261,124,463,394,61,103,74,15,1,13,159,50,0,2,62,5,10,3,5,44,16,0.404,0.367,0.771,29,0.229,0.2,0.14213198,0.317258883,0.751612903,59.14764579,5.11854627,0.339770742,59.008
2005이도형,2005,37,이도형,한화,0.258,113,431,391,43,101,60,18,1,22,187,72,0,1,30,0,0,0,9,75,15,0.478,0.325,0.803,25,0.237,0.273,0.219948849,0.296675192,0.740983607,57.32598608,5.058175242,0.347477958,57.06
2005신명철,2005,38,신명철,롯데,0.256,116,398,344,47,88,64,16,3,5,125,33,25,1,25,0,21,8,3,79,5,0.363,0.311,0.674,19,0.244,0,0.10755814,0.218023256,0.617100372,40.55819095,3.712105613,0.298117962,40.428
2005이숭용,2005,39,이숭용,현대,0.252,105,390,330,45,83,56,13,0,14,138,55,3,2,46,2,1,1,9,50,10,0.418,0.357,0.775,16,0.275,0.286,0.166666667,0.306060606,0.748062016,50.44179487,5.178435215,0.341711688,50.43
2005박경완,2005,40,박경완,SK,0.245,114,425,347,43,85,57,17,0,11,135,44,8,6,57,7,1,4,7,100,6,0.389,0.357,0.746,18,0.232,0,0.144092219,0.299711816,0.720588235,51.55101176,4.866703908,0.326826829,52.55
2005강동우,2005,41,강동우,삼성,0.24,125,429,367,61,88,64,15,3,6,127,38,13,3,43,2,9,1,3,68,8,0.346,0.322,0.668,24,0.271,0,0.10626703,0.245231608,0.628472222,44.12587413,3.919074347,0.2972343,44.336
2005채종국,2005,42,채종국,현대,0.237,106,407,342,45,81,61,10,1,9,120,36,16,5,25,1,1,8,19,40,6,0.351,0.32,0.671,19,0.2,0,0.114035088,0.166666667,0.570909091,38.89636364,3.547979115,0.299771795,40.65
2005김종국,2005,43,김종국,KIA,0.235,117,429,374,39,88,66,15,3,4,121,40,10,5,37,0,11,5,3,68,7,0.324,0.305,0.629,19,0.265,0,0.088235294,0.203208556,0.560402685,39.18582751,3.380247101,0.281486874,40.036
2006이대호,2006,1,이대호,롯데,0.336,122,499,443,71,149,97,26,0,26,253,88,0,1,39,5,0,1,16,55,11,0.571,0.409,0.98,44,0.389,1,0.23476298,0.320541761,1.003267974,102.5487776,9.018947863,0.418995951,91.99
2006이택근,2006,2,이택근,현대,0.322,118,486,419,58,135,103,21,2,9,187,66,9,4,45,1,8,6,9,51,6,0.446,0.396,0.842,41,0.359,0,0.124105012,0.23627685,0.820945946,77.10061728,6.736947141,0.369871849,73.102
2006이용규,2006,3,이용규,KIA,0.318,125,552,485,78,154,119,25,9,1,200,39,7,1,50,3,38,11,9,48,6,0.412,0.391,0.803,46,0.25,0,0.094845361,0.253608247,0.82183908,84.67768116,6.422183683,0.354226937,79.666
2006장성호,2006,4,장성호,KIA,0.306,126,540,445,62,136,97,24,2,13,203,79,3,6,83,10,6,3,3,38,5,0.456,0.413,0.869,37,0.328,0,0.150561798,0.343820225,0.921135647,91.37007407,7.567460123,0.376593928,87.416
2006양준혁,2006,5,양준혁,삼성,0.303,126,533,413,63,125,80,31,1,13,197,81,1,7,103,10,12,7,9,43,11,0.477,0.445,0.922,33,0.375,0.75,0.17433414,0.435835351,1.026143791,96.11347092,8.264534124,0.399990421,91.476
2006이병규,2006,6,이병규,LG,0.297,120,515,478,51,142,105,29,1,7,194,55,1,1,31,5,3,2,4,65,8,0.406,0.344,0.75,46,0.298,0,0.108786611,0.175732218,0.664739884,66.28116505,5.142504185,0.32637721,62.54
2006박용택,2006,7,박용택,LG,0.294,126,534,476,69,140,95,26,3,16,220,64,1,4,50,6,25,3,2,93,7,0.462,0.361,0.823,37,0.236,0.5,0.168067227,0.319327731,0.849710983,84.53268293,6.502514071,0.354024715,81.006
2006정성훈,2006,8,정성훈,현대,0.291,122,492,416,56,121,82,26,0,13,186,66,12,8,49,4,3,4,7,43,15,0.447,0.369,0.816,29,0.3,0,0.15625,0.271634615,0.767515924,67.91430894,5.490078867,0.353094538,67.376
2006김태균,2006,9,김태균,한화,0.291,124,511,423,66,123,83,27,0,13,189,73,0,4,82,1,2,0,2,89,18,0.447,0.405,0.852,32,0.306,0.5,0.156028369,0.354609929,0.864779874,79.03972603,6.627554667,0.37545098,75.598
2006진갑용,2006,10,진갑용,삼성,0.288,110,408,358,28,103,75,22,0,6,143,47,9,7,29,0,1,2,5,37,18,0.399,0.343,0.742,21,0.287,0,0.111731844,0.189944134,0.64,46.07735294,4.275218314,0.325691729,46.124
2006홍성흔,2006,11,홍성흔,두산,0.287,119,424,390,36,112,86,16,0,10,158,56,2,2,26,1,1,1,4,49,10,0.405,0.336,0.741,31,0.314,0.25,0.117948718,0.184615385,0.650519031,51.94891509,4.787101391,0.325128266,50.598
2006김재현,2006,12,김재현,SK,0.287,109,441,356,42,102,77,16,1,8,144,51,1,2,76,3,5,2,6,56,10,0.404,0.418,0.822,22,0.32,0.6,0.117977528,0.33988764,0.860902256,65.7968254,6.604142326,0.368448513,64.222
2006이숭용,2006,13,이숭용,현대,0.286,119,449,370,44,106,87,12,0,7,139,43,12,3,59,3,3,6,5,45,11,0.376,0.389,0.765,25,0.279,0,0.089189189,0.240540541,0.711743772,55.95915367,5.104382261,0.342635945,55.73
2006박한이,2006,14,박한이,삼성,0.285,126,567,471,89,134,105,21,2,6,177,43,7,3,80,4,15,10,6,62,11,0.376,0.393,0.769,36,0.214,0,0.091295117,0.271762208,0.748603352,74.16698413,5.441599379,0.344602518,73.214
2006데이비스,2006,15,데이비스,한화,0.284,117,479,415,62,118,76,21,0,21,202,74,0,5,55,7,7,6,4,85,10,0.487,0.37,0.857,33,0.292,0.333,0.202409639,0.337349398,0.837060703,74.53728601,6.328637492,0.36621822,72.87
2006이재주,2006,16,이재주,KIA,0.284,115,436,377,38,107,68,26,0,13,172,59,1,4,52,1,1,1,2,78,13,0.456,0.37,0.826,34,0.243,0.286,0.172413793,0.310344828,0.795774648,63.68876147,5.950161106,0.359983871,61.356
2006정근우,2006,17,정근우,SK,0.284,120,487,430,69,122,91,19,4,8,173,42,13,4,36,1,45,10,4,60,3,0.402,0.342,0.744,35,0.289,0.25,0.118604651,0.28372093,0.77258567,65.89655031,5.263925616,0.326080338,65.96
2006안경현,2006,18,안경현,두산,0.284,125,499,423,45,120,84,21,0,15,186,70,5,5,50,2,3,1,16,45,19,0.44,0.377,0.817,29,0.337,0,0.156028369,0.278959811,0.786377709,69.66012024,5.648117857,0.35821748,68.59
2006이종욱,2006,19,이종욱,두산,0.284,120,448,388,76,110,89,14,6,1,139,32,11,1,40,2,51,7,7,60,1,0.358,0.36,0.718,31,0.292,0,0.074742268,0.291237113,0.804195804,61.15333333,5.540738255,0.320741935,59.94
2006박진만,2006,20,박진만,삼성,0.283,115,452,382,54,108,74,22,1,11,165,65,2,5,56,0,10,6,7,74,6,0.432,0.38,0.812,26,0.295,0,0.14921466,0.306282723,0.811188811,66.91367257,6.166106346,0.357891111,65.478
2006김동수,2006,21,김동수,현대,0.279,115,391,333,38,93,76,12,0,5,120,40,17,4,29,3,3,1,8,39,10,0.36,0.348,0.708,20,0.29,0,0.081081081,0.174174174,0.633466135,43.01043478,4.269418159,0.313477089,42.918
2006호세,2006,22,호세,롯데,0.277,122,504,415,59,115,72,21,0,22,202,78,0,3,84,5,3,2,2,83,13,0.487,0.399,0.886,29,0.316,0,0.209638554,0.414457831,0.917460317,83.47119048,7.08717655,0.38347495,80.126
2006이진영,2006,23,이진영,SK,0.273,118,473,428,54,117,93,13,0,11,163,41,2,0,41,2,3,4,2,52,8,0.381,0.34,0.721,33,0.225,0.667,0.107476636,0.200934579,0.634674923,55.15112051,4.581785396,0.318942431,54.114
2006송지만,2006,24,송지만,현대,0.27,119,510,441,76,119,87,16,0,16,183,53,12,1,43,1,8,3,13,69,10,0.415,0.351,0.766,32,0.298,0,0.145124717,0.253968254,0.728358209,66.14047059,5.131588235,0.338744467,65.108
2006손시헌,2006,25,손시헌,두산,0.267,126,462,404,29,108,86,16,4,2,138,34,11,2,35,1,2,3,10,48,5,0.342,0.339,0.681,24,0.286,0,0.074257426,0.158415842,0.598684211,49.35021645,4.203330739,0.305195556,48.476
2006조원우,2006,26,조원우,한화,0.267,106,391,341,48,91,80,10,0,1,104,25,11,4,30,0,6,2,5,45,6,0.305,0.332,0.637,22,0.292,0,0.038123167,0.137829912,0.554263566,37.42803069,3.701673365,0.288652632,37.82
2006서튼,2006,27,서튼,현대,0.266,93,394,331,50,88,51,18,1,18,162,61,0,2,59,2,0,0,2,72,9,0.489,0.378,0.867,20,0.208,0,0.223564955,0.401812689,0.884920635,63.38375635,6.737643391,0.375454082,60.944
2006조동찬,2006,28,조동찬,삼성,0.259,107,421,370,51,96,73,13,0,10,139,46,15,1,29,0,20,4,6,80,9,0.376,0.323,0.699,26,0.229,0,0.116216216,0.237837838,0.662020906,46.75714964,4.166478681,0.30991133,46.82
2006박재홍,2006,29,박재홍,SK,0.259,124,529,452,61,117,76,22,1,18,195,73,2,6,63,4,22,8,6,87,13,0.431,0.353,0.784,30,0.287,0,0.172566372,0.342920354,0.780898876,70.95935728,5.263468809,0.341445507,71.944
